ID,contents,Required_BW,Source,Destinations
1150,9,64,9,10;0
1151,1,79,0,1;5
1152,1,69,0,1;5
1153,14,66,0,5;7
1154,6,79,9,1;4
1155,12,60,4,1;0
1156,9,63,9,10;0
1157,9,65,9,10;0
1158,12,72,4,1;0
1159,9,70,9,10;0
1160,14,55,0,5;7
1161,14,74,0,5;7
1162,1,75,0,1;5
1163,1,68,0,1;5
1164,14,69,0,5;7
1165,1,76,0,1;5
1166,12,52,4,1;0
1167,9,78,9,10;0
1168,3,54,4,10;5
1169,9,57,9,10;0
1170,9,74,9,10;0
1171,14,60,0,5;7
1172,9,61,9,10;0
1173,14,61,0,5;7
1174,6,72,9,1;4
1175,9,61,9,10;0
1176,1,51,0,1;5
1177,3,52,4,10;5
1178,1,66,0,1;5
1179,3,62,4,10;5
1180,3,80,4,10;5
1181,3,54,4,10;5
1182,6,60,9,1;4
1183,6,74,9,1;4
1184,12,62,4,1;0
1185,14,63,0,5;7
1186,3,53,4,10;5
1187,9,73,9,10;0
1188,6,72,9,1;4
1189,14,78,0,5;7
1190,9,59,9,10;0
1191,9,59,9,10;0
1192,1,58,0,1;5
1193,12,70,4,1;0
1194,6,50,9,1;4
1195,6,77,9,1;4
1196,9,67,9,10;0
1197,1,73,0,1;5
1198,12,65,4,1;0
1199,1,72,0,1;5
1200,6,50,9,1;4
1201,9,68,9,10;0
1202,1,77,0,1;5
1203,3,70,4,10;5
1204,3,52,4,10;5
1205,6,80,9,1;4
1206,6,65,9,1;4
1207,14,72,0,5;7
1208,14,70,0,5;7
1209,3,55,4,10;5
1210,14,80,0,5;7
1211,9,56,9,10;0
1212,9,76,9,10;0
1213,14,71,0,5;7
1214,6,65,9,1;4
1215,3,53,4,10;5
1216,1,62,0,1;5
1217,12,73,4,1;0
1218,3,50,4,10;5
1219,14,69,0,5;7
1220,12,66,4,1;0
1221,14,76,0,5;7
1222,3,77,4,10;5
1223,12,63,4,1;0
1224,9,58,9,10;0
1225,9,65,9,10;0
1226,1,73,0,1;5
1227,1,75,0,1;5
1228,9,70,9,10;0
1229,14,54,0,5;7
1230,6,53,9,1;4
1231,1,55,0,1;5
1232,1,68,0,1;5
1233,9,65,9,10;0
1234,9,69,9,10;0
1235,3,50,4,10;5
1236,1,77,0,1;5
1237,14,51,0,5;7
1238,6,62,9,1;4
1239,9,58,9,10;0
1240,6,80,9,1;4
1241,6,76,9,1;4
1242,14,59,0,5;7
1243,12,61,4,1;0
1244,3,51,4,10;5
1245,6,76,9,1;4
1246,6,53,9,1;4
1247,9,53,9,10;0
1248,6,61,9,1;4
1249,9,55,9,10;0
1250,12,55,4,1;0
1251,3,63,4,10;5
1252,1,50,0,1;5
1253,3,63,4,10;5
1254,12,73,4,1;0
1255,9,54,9,10;0
1256,1,72,0,1;5
1257,9,64,9,10;0
1258,12,79,4,1;0
1259,12,55,4,1;0
1260,12,64,4,1;0
1261,6,77,9,1;4
1262,1,68,0,1;5
1263,9,51,9,10;0
1264,12,66,4,1;0
1265,6,56,9,1;4
1266,12,56,4,1;0
1267,3,74,4,10;5
1268,12,63,4,1;0
1269,3,50,4,10;5
1270,3,55,4,10;5
1271,14,54,0,5;7
1272,3,79,4,10;5
1273,9,66,9,10;0
1274,3,70,4,10;5
1275,6,60,9,1;4
1276,1,53,0,1;5
1277,9,75,9,10;0
1278,1,76,0,1;5
1279,6,70,9,1;4
1280,12,70,4,1;0
1281,3,64,4,10;5
1282,12,78,4,1;0
1283,6,71,9,1;4
1284,3,54,4,10;5
1285,6,79,9,1;4
1286,14,72,0,5;7
1287,6,80,9,1;4
1288,1,50,0,1;5
1289,9,72,9,10;0
1290,12,57,4,1;0
1291,12,73,4,1;0
1292,9,67,9,10;0
1293,6,74,9,1;4
1294,14,66,0,5;7
1295,6,62,9,1;4
1296,1,66,0,1;5
1297,12,66,4,1;0
1298,3,67,4,10;5
1299,12,70,4,1;0
1300,3,66,4,10;5
1301,6,65,9,1;4
1302,3,60,4,10;5
1303,14,54,0,5;7
1304,12,80,4,1;0
1305,6,76,9,1;4
1306,6,54,9,1;4
1307,6,61,9,1;4
1308,12,57,4,1;0
1309,12,66,4,1;0
1310,1,68,0,1;5
1311,1,66,0,1;5
1312,6,79,9,1;4
1313,12,62,4,1;0
1314,1,52,0,1;5
1315,1,67,0,1;5
1316,9,76,9,10;0
1317,9,67,9,10;0
1318,3,54,4,10;5
1319,3,66,4,10;5
1320,14,67,0,5;7
1321,1,61,0,1;5
1322,6,56,9,1;4
1323,9,62,9,10;0
1324,6,50,9,1;4
1325,3,58,4,10;5
1326,1,53,0,1;5
1327,6,80,9,1;4
1328,6,53,9,1;4
1329,3,73,4,10;5
1330,9,54,9,10;0
1331,14,68,0,5;7
1332,9,72,9,10;0
1333,12,54,4,1;0
1334,9,66,9,10;0
1335,1,77,0,1;5
1336,14,72,0,5;7
1337,3,67,4,10;5
1338,12,77,4,1;0
1339,14,68,0,5;7
1340,9,60,9,10;0
1341,14,50,0,5;7
1342,1,65,0,1;5
1343,3,68,4,10;5
1344,9,50,9,10;0
1345,12,63,4,1;0
1346,3,68,4,10;5
1347,1,69,0,1;5
1348,9,58,9,10;0
1349,1,72,0,1;5
1350,6,66,9,1;4
1351,12,73,4,1;0
1352,1,64,0,1;5
1353,9,71,9,10;0
1354,14,68,0,5;7
1355,6,57,9,1;4
1356,6,68,9,1;4
1357,6,76,9,1;4
1358,3,71,4,10;5
1359,12,58,4,1;0
1360,12,78,4,1;0
1361,14,69,0,5;7
1362,12,57,4,1;0
1363,14,63,0,5;7
1364,1,79,0,1;5
1365,1,79,0,1;5
1366,12,57,4,1;0
1367,1,61,0,1;5
1368,9,80,9,10;0
1369,14,68,0,5;7
1370,3,69,4,10;5
1371,9,78,9,10;0
1372,3,55,4,10;5
1373,6,76,9,1;4
1374,6,78,9,1;4
1375,12,58,4,1;0
1376,1,64,0,1;5
1377,3,54,4,10;5
1378,9,61,9,10;0
1379,6,55,9,1;4
1380,12,73,4,1;0
1381,6,78,9,1;4
1382,9,74,9,10;0
1383,9,73,9,10;0
1384,9,51,9,10;0
1385,1,80,0,1;5
1386,14,56,0,5;7
1387,6,66,9,1;4
1388,12,79,4,1;0
1389,6,59,9,1;4
1390,6,59,9,1;4
1391,6,68,9,1;4
1392,1,55,0,1;5
1393,12,75,4,1;0
1394,9,52,9,10;0
1395,6,66,9,1;4
1396,6,51,9,1;4
1397,1,79,0,1;5
1398,14,74,0,5;7
1399,12,80,4,1;0
1400,1,52,0,1;5
1401,6,79,9,1;4
1402,3,66,4,10;5
1403,3,64,4,10;5
1404,6,72,9,1;4
1405,1,73,0,1;5
1406,9,69,9,10;0
1407,9,79,9,10;0
1408,1,62,0,1;5
1409,9,80,9,10;0
1410,14,62,0,5;7
1411,14,78,0,5;7
1412,12,62,4,1;0
1413,3,53,4,10;5
1414,6,77,9,1;4
1415,12,60,4,1;0
1416,14,75,0,5;7
1417,12,80,4,1;0
1418,12,70,4,1;0
1419,9,57,9,10;0
1420,9,50,9,10;0
1421,12,58,4,1;0
1422,6,66,9,1;4
1423,12,80,4,1;0
1424,12,61,4,1;0
1425,12,57,4,1;0
1426,1,64,0,1;5
1427,3,54,4,10;5
1428,1,72,0,1;5
1429,9,52,9,10;0
1430,3,78,4,10;5
1431,9,50,9,10;0
1432,3,80,4,10;5
1433,14,76,0,5;7
1434,12,51,4,1;0
1435,14,50,0,5;7
1436,12,51,4,1;0
1437,9,63,9,10;0
1438,3,79,4,10;5
1439,3,80,4,10;5
1440,14,70,0,5;7
1441,3,65,4,10;5
1442,12,55,4,1;0
1443,1,50,0,1;5
1444,9,62,9,10;0
1445,12,52,4,1;0
1446,6,75,9,1;4
1447,1,69,0,1;5
1448,1,57,0,1;5
1449,14,57,0,5;7
1450,14,80,0,5;7
1451,14,63,0,5;7
1452,1,57,0,1;5
1453,12,78,4,1;0
1454,9,78,9,10;0
1455,1,60,0,1;5
1456,9,77,9,10;0
1457,12,62,4,1;0
1458,9,58,9,10;0
1459,12,56,4,1;0
1460,6,79,9,1;4
1461,1,79,0,1;5
1462,1,68,0,1;5
1463,12,52,4,1;0
1464,1,73,0,1;5
1465,12,78,4,1;0
1466,3,56,4,10;5
1467,6,51,9,1;4
1468,12,79,4,1;0
1469,9,80,9,10;0
1470,9,80,9,10;0
1471,3,50,4,10;5
1472,12,78,4,1;0
1473,12,62,4,1;0
1474,1,51,0,1;5
1475,12,61,4,1;0
1476,6,64,9,1;4
1477,14,78,0,5;7
1478,6,71,9,1;4
1479,3,80,4,10;5
1480,6,58,9,1;4
1481,9,72,9,10;0
1482,14,71,0,5;7
1483,1,65,0,1;5
1484,6,52,9,1;4
1485,9,55,9,10;0
1486,14,52,0,5;7
1487,14,80,0,5;7
1488,12,76,4,1;0
1489,6,68,9,1;4
1490,12,70,4,1;0
1491,14,72,0,5;7
1492,14,73,0,5;7
1493,9,53,9,10;0
1494,1,80,0,1;5
1495,9,75,9,10;0
1496,9,55,9,10;0
1497,9,51,9,10;0
1498,6,62,9,1;4
1499,1,69,0,1;5
1500,14,52,0,5;7
1501,14,51,0,5;7
1502,14,72,0,5;7
1503,9,71,9,10;0
1504,9,70,9,10;0
1505,6,56,9,1;4
1506,9,70,9,10;0
1507,6,50,9,1;4
1508,3,60,4,10;5
1509,14,78,0,5;7
1510,14,64,0,5;7
1511,12,52,4,1;0
1512,12,66,4,1;0
1513,12,54,4,1;0
1514,9,53,9,10;0
1515,3,65,4,10;5
1516,9,75,9,10;0
1517,6,70,9,1;4
1518,1,67,0,1;5
1519,9,80,9,10;0
1520,6,79,9,1;4
1521,12,61,4,1;0
1522,12,68,4,1;0
1523,3,63,4,10;5
1524,1,68,0,1;5
1525,6,69,9,1;4
1526,14,61,0,5;7
1527,1,62,0,1;5
1528,3,54,4,10;5
1529,3,72,4,10;5
1530,14,68,0,5;7
1531,1,51,0,1;5
1532,12,52,4,1;0
1533,12,67,4,1;0
1534,12,61,4,1;0
1535,12,53,4,1;0
1536,14,68,0,5;7
1537,14,68,0,5;7
1538,1,56,0,1;5
1539,14,68,0,5;7
1540,1,68,0,1;5
1541,1,69,0,1;5
1542,12,71,4,1;0
1543,6,78,9,1;4
1544,12,71,4,1;0
1545,14,54,0,5;7
1546,1,68,0,1;5
1547,3,55,4,10;5
1548,14,62,0,5;7
1549,1,57,0,1;5
1550,6,67,9,1;4
1551,6,72,9,1;4
1552,12,56,4,1;0
1553,6,53,9,1;4
1554,1,56,0,1;5
1555,9,69,9,10;0
1556,14,69,0,5;7
1557,1,80,0,1;5
1558,3,54,4,10;5
1559,3,72,4,10;5
1560,9,65,9,10;0
1561,14,59,0,5;7
1562,6,64,9,1;4
1563,1,75,0,1;5
1564,6,76,9,1;4
1565,1,60,0,1;5
1566,14,69,0,5;7
1567,6,76,9,1;4
1568,12,76,4,1;0
1569,6,80,9,1;4
1570,14,50,0,5;7
1571,12,76,4,1;0
1572,9,77,9,10;0
1573,9,73,9,10;0
1574,12,75,4,1;0
1575,1,76,0,1;5
1576,14,54,0,5;7
1577,12,56,4,1;0
1578,12,75,4,1;0
1579,14,78,0,5;7
1580,6,53,9,1;4
1581,14,61,0,5;7
1582,6,79,9,1;4
1583,9,76,9,10;0
1584,6,58,9,1;4
1585,14,60,0,5;7
1586,1,54,0,1;5
1587,3,73,4,10;5
1588,1,76,0,1;5
1589,6,60,9,1;4
1590,12,63,4,1;0
1591,3,64,4,10;5
1592,3,55,4,10;5
1593,3,66,4,10;5
1594,1,74,0,1;5
1595,9,63,9,10;0
1596,6,73,9,1;4
1597,14,71,0,5;7
1598,3,59,4,10;5
1599,9,78,9,10;0
1600,14,58,0,5;7
1601,12,54,4,1;0
1602,6,76,9,1;4
1603,9,51,9,10;0
1604,14,65,0,5;7
1605,12,77,4,1;0
1606,3,61,4,10;5
1607,12,53,4,1;0
1608,3,63,4,10;5
1609,1,54,0,1;5
1610,12,75,4,1;0
1611,9,58,9,10;0
1612,14,66,0,5;7
1613,12,58,4,1;0
1614,6,75,9,1;4
1615,3,67,4,10;5
1616,12,50,4,1;0
1617,3,65,4,10;5
1618,12,72,4,1;0
1619,12,76,4,1;0
1620,9,77,9,10;0
1621,12,63,4,1;0
1622,6,54,9,1;4
1623,9,72,9,10;0
1624,14,51,0,5;7
1625,14,54,0,5;7
1626,9,60,9,10;0
1627,6,51,9,1;4
1628,9,66,9,10;0
1629,6,73,9,1;4
1630,9,60,9,10;0
1631,9,54,9,10;0
1632,3,72,4,10;5
1633,6,53,9,1;4
1634,3,76,4,10;5
1635,6,75,9,1;4
1636,3,58,4,10;5
1637,9,65,9,10;0
1638,6,56,9,1;4
1639,6,58,9,1;4
1640,14,78,0,5;7
1641,9,80,9,10;0
1642,3,53,4,10;5
1643,6,77,9,1;4
1644,9,72,9,10;0
1645,6,52,9,1;4
1646,1,60,0,1;5
1647,1,66,0,1;5
1648,1,62,0,1;5
1649,6,68,9,1;4
1650,9,64,9,10;0
1651,3,50,4,10;5
1652,1,68,0,1;5
1653,9,78,9,10;0
1654,9,63,9,10;0
1655,12,73,4,1;0
1656,6,69,9,1;4
1657,14,60,0,5;7
1658,3,56,4,10;5
1659,12,73,4,1;0
1660,14,78,0,5;7
1661,14,73,0,5;7
1662,3,65,4,10;5
1663,12,55,4,1;0
1664,1,52,0,1;5
1665,12,62,4,1;0
1666,12,61,4,1;0
1667,14,52,0,5;7
1668,1,73,0,1;5
1669,12,61,4,1;0
1670,12,64,4,1;0
1671,9,79,9,10;0
1672,1,80,0,1;5
1673,14,73,0,5;7
1674,3,64,4,10;5
1675,6,61,9,1;4
1676,12,60,4,1;0
1677,12,78,4,1;0
1678,9,75,9,10;0
1679,9,50,9,10;0
1680,12,60,4,1;0
1681,14,52,0,5;7
1682,12,72,4,1;0
1683,6,63,9,1;4
1684,14,72,0,5;7
1685,9,80,9,10;0
1686,12,54,4,1;0
1687,14,65,0,5;7
1688,14,69,0,5;7
1689,6,76,9,1;4
1690,14,70,0,5;7
1691,14,55,0,5;7
1692,6,80,9,1;4
1693,9,63,9,10;0
1694,9,50,9,10;0
1695,1,57,0,1;5
1696,14,66,0,5;7
1697,6,60,9,1;4
1698,9,67,9,10;0
1699,1,70,0,1;5
1700,14,66,0,5;7
1701,3,80,4,10;5
1702,6,76,9,1;4
1703,9,63,9,10;0
1704,3,65,4,10;5
1705,1,53,0,1;5
1706,6,66,9,1;4
1707,3,71,4,10;5
1708,14,77,0,5;7
1709,12,79,4,1;0
1710,3,55,4,10;5
1711,9,54,9,10;0
1712,14,59,0,5;7
1713,3,54,4,10;5
1714,9,60,9,10;0
1715,6,78,9,1;4
1716,14,60,0,5;7
1717,9,63,9,10;0
1718,14,70,0,5;7
1719,6,77,9,1;4
1720,9,64,9,10;0
1721,6,73,9,1;4
1722,1,72,0,1;5
1723,1,61,0,1;5
1724,3,54,4,10;5
1725,6,54,9,1;4
1726,1,63,0,1;5
1727,14,60,0,5;7
1728,12,63,4,1;0
1729,6,66,9,1;4
1730,3,58,4,10;5
1731,1,76,0,1;5
1732,12,75,4,1;0
1733,9,57,9,10;0
1734,6,70,9,1;4
1735,1,58,0,1;5
1736,9,65,9,10;0
1737,3,78,4,10;5
1738,14,64,0,5;7
1739,9,66,9,10;0
1740,1,66,0,1;5
1741,3,52,4,10;5
1742,14,51,0,5;7
1743,14,72,0,5;7
1744,9,80,9,10;0
1745,9,51,9,10;0
1746,6,77,9,1;4
1747,12,61,4,1;0
1748,12,78,4,1;0
1749,6,74,9,1;4
1750,9,76,9,10;0
1751,14,65,0,5;7
1752,6,76,9,1;4
1753,6,67,9,1;4
1754,12,68,4,1;0
1755,6,62,9,1;4
1756,14,64,0,5;7
1757,12,65,4,1;0
1758,6,59,9,1;4
1759,1,69,0,1;5
1760,6,80,9,1;4
1761,9,63,9,10;0
1762,6,73,9,1;4
1763,14,50,0,5;7
1764,9,75,9,10;0
1765,6,78,9,1;4
1766,12,59,4,1;0
1767,9,54,9,10;0
1768,6,61,9,1;4
1769,6,78,9,1;4
1770,9,63,9,10;0
1771,3,78,4,10;5
1772,3,61,4,10;5
1773,1,75,0,1;5
1774,3,75,4,10;5
1775,3,78,4,10;5
1776,6,77,9,1;4
1777,14,54,0,5;7
1778,6,71,9,1;4
1779,14,69,0,5;7
1780,3,72,4,10;5
1781,9,61,9,10;0
1782,3,70,4,10;5
1783,1,78,0,1;5
1784,1,51,0,1;5
1785,12,69,4,1;0
1786,6,77,9,1;4
1787,12,74,4,1;0
1788,9,59,9,10;0
1789,14,66,0,5;7
1790,9,68,9,10;0
1791,9,80,9,10;0
1792,1,71,0,1;5
1793,6,75,9,1;4
1794,9,55,9,10;0
1795,1,52,0,1;5
1796,3,71,4,10;5
1797,14,64,0,5;7
1798,9,64,9,10;0
1799,14,63,0,5;7
1800,9,54,9,10;0
1801,12,51,4,1;0
1802,3,70,4,10;5
1803,14,77,0,5;7
1804,12,69,4,1;0
1805,3,72,4,10;5
1806,12,52,4,1;0
1807,6,71,9,1;4
1808,1,80,0,1;5
1809,1,79,0,1;5
1810,3,58,4,10;5
1811,6,76,9,1;4
1812,9,55,9,10;0
1813,14,80,0,5;7
1814,12,61,4,1;0
1815,9,63,9,10;0
1816,6,51,9,1;4
1817,14,76,0,5;7
1818,6,76,9,1;4
1819,9,79,9,10;0
1820,1,63,0,1;5
1821,1,58,0,1;5
1822,6,78,9,1;4
1823,9,74,9,10;0
1824,14,69,0,5;7
1825,14,66,0,5;7
1826,14,55,0,5;7
1827,1,50,0,1;5
1828,14,50,0,5;7
1829,1,79,0,1;5
1830,1,78,0,1;5
1831,6,54,9,1;4
1832,14,51,0,5;7
1833,14,62,0,5;7
1834,9,70,9,10;0
1835,6,64,9,1;4
1836,3,69,4,10;5
1837,6,60,9,1;4
1838,12,52,4,1;0
1839,1,71,0,1;5
1840,9,73,9,10;0
1841,3,64,4,10;5
1842,3,50,4,10;5
1843,12,72,4,1;0
1844,12,56,4,1;0
1845,12,66,4,1;0
1846,1,57,0,1;5
1847,3,59,4,10;5
1848,6,63,9,1;4
1849,9,65,9,10;0
1850,3,62,4,10;5
1851,9,72,9,10;0
1852,9,56,9,10;0
1853,12,51,4,1;0
1854,1,62,0,1;5
1855,12,69,4,1;0
1856,14,56,0,5;7
1857,3,66,4,10;5
1858,3,73,4,10;5
1859,3,80,4,10;5
1860,9,79,9,10;0
1861,1,60,0,1;5
1862,3,58,4,10;5
1863,14,72,0,5;7
1864,12,76,4,1;0
1865,14,80,0,5;7
1866,6,56,9,1;4
1867,9,63,9,10;0
1868,12,50,4,1;0
1869,3,55,4,10;5
1870,14,52,0,5;7
1871,14,57,0,5;7
1872,9,64,9,10;0
1873,6,65,9,1;4
1874,9,60,9,10;0
1875,6,53,9,1;4
1876,1,67,0,1;5
1877,9,52,9,10;0
1878,1,54,0,1;5
1879,9,80,9,10;0
1880,14,61,0,5;7
1881,9,77,9,10;0
1882,6,75,9,1;4
1883,3,72,4,10;5
1884,3,75,4,10;5
1885,14,57,0,5;7
1886,12,74,4,1;0
1887,12,75,4,1;0
1888,3,74,4,10;5
1889,1,57,0,1;5
1890,14,79,0,5;7
1891,1,51,0,1;5
1892,9,76,9,10;0
1893,14,58,0,5;7
1894,14,67,0,5;7
1895,1,68,0,1;5
1896,6,62,9,1;4
1897,3,68,4,10;5
1898,3,54,4,10;5
1899,14,80,0,5;7
1900,1,72,0,1;5
1901,14,79,0,5;7
1902,12,51,4,1;0
1903,6,70,9,1;4
1904,3,50,4,10;5
1905,9,71,9,10;0
1906,6,58,9,1;4
1907,14,65,0,5;7
1908,9,58,9,10;0
1909,3,50,4,10;5
1910,3,75,4,10;5
1911,6,75,9,1;4
1912,9,58,9,10;0
1913,14,71,0,5;7
1914,6,78,9,1;4
1915,1,68,0,1;5
1916,14,79,0,5;7
1917,12,72,4,1;0
1918,6,65,9,1;4
1919,12,58,4,1;0
1920,6,59,9,1;4
1921,3,67,4,10;5
1922,6,52,9,1;4
1923,3,68,4,10;5
1924,14,62,0,5;7
1925,6,65,9,1;4
1926,12,79,4,1;0
1927,12,67,4,1;0
1928,1,52,0,1;5
1929,6,53,9,1;4
1930,3,55,4,10;5
1931,3,51,4,10;5
1932,9,56,9,10;0
1933,12,75,4,1;0
1934,14,76,0,5;7
1935,6,71,9,1;4
1936,12,72,4,1;0
1937,9,57,9,10;0
1938,12,69,4,1;0
1939,14,73,0,5;7
1940,14,79,0,5;7
1941,3,66,4,10;5
1942,12,50,4,1;0
1943,9,66,9,10;0
1944,3,58,4,10;5
1945,9,56,9,10;0
1946,3,78,4,10;5
1947,3,77,4,10;5
1948,3,76,4,10;5
1949,3,51,4,10;5
1950,1,52,0,1;5
1951,9,50,9,10;0
1952,12,79,4,1;0
1953,9,63,9,10;0
1954,14,74,0,5;7
1955,14,79,0,5;7
1956,12,61,4,1;0
1957,12,68,4,1;0
1958,12,74,4,1;0
1959,6,60,9,1;4
1960,1,60,0,1;5
1961,3,75,4,10;5
1962,12,50,4,1;0
1963,14,54,0,5;7
1964,3,80,4,10;5
1965,3,59,4,10;5
1966,9,72,9,10;0
1967,9,65,9,10;0
1968,9,67,9,10;0
1969,3,55,4,10;5
1970,14,78,0,5;7
1971,3,73,4,10;5
1972,14,72,0,5;7
1973,6,66,9,1;4
1974,1,51,0,1;5
1975,14,51,0,5;7
1976,14,65,0,5;7
1977,12,62,4,1;0
1978,9,70,9,10;0
1979,3,59,4,10;5
1980,12,76,4,1;0
1981,1,78,0,1;5
1982,6,79,9,1;4
1983,9,80,9,10;0
1984,3,75,4,10;5
1985,6,77,9,1;4
1986,14,54,0,5;7
1987,14,50,0,5;7
1988,6,75,9,1;4
1989,6,80,9,1;4
1990,6,73,9,1;4
1991,9,55,9,10;0
1992,14,51,0,5;7
1993,1,51,0,1;5
1994,14,73,0,5;7
1995,6,74,9,1;4
1996,1,69,0,1;5
1997,12,69,4,1;0
1998,14,56,0,5;7
1999,3,75,4,10;5
2000,12,71,4,1;0
2001,14,66,0,5;7
2002,12,78,4,1;0
2003,14,51,0,5;7
2004,14,76,0,5;7
2005,1,57,0,1;5
2006,14,70,0,5;7
2007,1,79,0,1;5
2008,9,63,9,10;0
2009,3,62,4,10;5
2010,1,60,0,1;5
2011,14,70,0,5;7
2012,12,58,4,1;0
2013,12,51,4,1;0
2014,14,52,0,5;7
2015,1,60,0,1;5
2016,1,59,0,1;5
2017,14,77,0,5;7
2018,3,52,4,10;5
2019,6,55,9,1;4
2020,6,75,9,1;4
2021,9,63,9,10;0
2022,12,76,4,1;0
2023,9,68,9,10;0
2024,12,78,4,1;0
2025,12,69,4,1;0
2026,6,56,9,1;4
2027,9,54,9,10;0
2028,3,72,4,10;5
2029,14,51,0,5;7
2030,3,55,4,10;5
2031,12,70,4,1;0
2032,9,65,9,10;0
2033,14,63,0,5;7
2034,1,75,0,1;5
2035,9,68,9,10;0
2036,3,73,4,10;5
2037,3,72,4,10;5
2038,14,80,0,5;7
2039,9,71,9,10;0
2040,6,78,9,1;4
2041,6,68,9,1;4
2042,12,52,4,1;0
2043,6,64,9,1;4
2044,1,76,0,1;5
2045,1,67,0,1;5
2046,1,79,0,1;5
2047,1,77,0,1;5
2048,1,80,0,1;5
2049,14,78,0,5;7
2050,1,69,0,1;5
2051,9,61,9,10;0
2052,14,77,0,5;7
2053,1,63,0,1;5
2054,6,63,9,1;4
2055,6,60,9,1;4
2056,6,59,9,1;4
2057,14,77,0,5;7
2058,6,73,9,1;4
2059,3,54,4,10;5
2060,9,61,9,10;0
2061,6,72,9,1;4
2062,12,52,4,1;0
2063,14,79,0,5;7
2064,6,50,9,1;4
2065,14,59,0,5;7
2066,9,67,9,10;0
2067,9,69,9,10;0
2068,1,75,0,1;5
2069,6,76,9,1;4
2070,12,78,4,1;0
2071,3,65,4,10;5
2072,6,67,9,1;4
2073,9,50,9,10;0
2074,14,66,0,5;7
2075,9,50,9,10;0
2076,12,70,4,1;0
2077,6,73,9,1;4
2078,9,66,9,10;0
2079,1,51,0,1;5
2080,9,51,9,10;0
2081,6,70,9,1;4
2082,14,58,0,5;7
2083,1,51,0,1;5
2084,1,68,0,1;5
2085,1,76,0,1;5
2086,12,77,4,1;0
2087,14,53,0,5;7
2088,1,74,0,1;5
2089,12,76,4,1;0
2090,9,59,9,10;0
2091,9,65,9,10;0
2092,1,67,0,1;5
2093,3,59,4,10;5
2094,9,58,9,10;0
2095,12,75,4,1;0
2096,9,80,9,10;0
2097,9,56,9,10;0
2098,12,59,4,1;0
2099,12,53,4,1;0
2100,14,79,0,5;7
2101,9,78,9,10;0
2102,14,75,0,5;7
2103,9,55,9,10;0
2104,6,76,9,1;4
2105,12,63,4,1;0
2106,1,53,0,1;5
2107,3,77,4,10;5
2108,9,75,9,10;0
2109,3,51,4,10;5
2110,3,55,4,10;5
2111,6,62,9,1;4
2112,1,78,0,1;5
2113,14,72,0,5;7
2114,14,53,0,5;7
2115,14,71,0,5;7
2116,9,62,9,10;0
2117,3,76,4,10;5
2118,1,75,0,1;5
2119,6,65,9,1;4
2120,9,52,9,10;0
2121,6,75,9,1;4
2122,12,80,4,1;0
2123,12,73,4,1;0
2124,6,64,9,1;4
2125,3,59,4,10;5
2126,3,71,4,10;5
2127,9,74,9,10;0
2128,14,53,0,5;7
2129,9,66,9,10;0
2130,14,53,0,5;7
2131,1,79,0,1;5
2132,14,53,0,5;7
2133,14,72,0,5;7
2134,1,78,0,1;5
2135,14,73,0,5;7
2136,1,71,0,1;5
2137,9,56,9,10;0
2138,12,69,4,1;0
2139,1,58,0,1;5
2140,3,69,4,10;5
2141,1,60,0,1;5
2142,12,70,4,1;0
2143,3,58,4,10;5
2144,6,77,9,1;4
2145,6,71,9,1;4
2146,3,76,4,10;5
2147,14,68,0,5;7
2148,9,75,9,10;0
2149,9,60,9,10;0
2150,6,70,9,1;4
2151,6,71,9,1;4
2152,12,54,4,1;0
2153,14,71,0,5;7
2154,3,50,4,10;5
2155,6,71,9,1;4
2156,3,71,4,10;5
2157,14,51,0,5;7
2158,1,77,0,1;5
2159,14,54,0,5;7
2160,6,80,9,1;4
2161,1,57,0,1;5
2162,9,69,9,10;0
2163,3,78,4,10;5
2164,9,71,9,10;0
2165,14,60,0,5;7
2166,3,53,4,10;5
2167,1,55,0,1;5
2168,12,80,4,1;0
2169,14,66,0,5;7
2170,14,61,0,5;7
2171,14,73,0,5;7
2172,1,71,0,1;5
2173,12,78,4,1;0
2174,6,80,9,1;4
2175,1,54,0,1;5
2176,6,57,9,1;4
2177,12,77,4,1;0
2178,3,68,4,10;5
2179,9,61,9,10;0
2180,1,64,0,1;5
2181,12,52,4,1;0
2182,12,65,4,1;0
2183,1,68,0,1;5
2184,12,51,4,1;0
2185,12,65,4,1;0
2186,3,66,4,10;5
2187,3,57,4,10;5
2188,1,64,0,1;5
2189,14,50,0,5;7
2190,1,53,0,1;5
2191,9,68,9,10;0
2192,3,75,4,10;5
2193,14,62,0,5;7
2194,12,65,4,1;0
2195,3,80,4,10;5
2196,12,63,4,1;0
2197,12,68,4,1;0
2198,6,74,9,1;4
2199,1,61,0,1;5
2200,14,59,0,5;7
2201,9,80,9,10;0
2202,12,69,4,1;0
2203,3,80,4,10;5
2204,14,50,0,5;7
2205,3,62,4,10;5
2206,6,59,9,1;4
2207,12,72,4,1;0
2208,6,60,9,1;4
2209,6,53,9,1;4
2210,12,79,4,1;0
2211,1,60,0,1;5
2212,3,51,4,10;5
2213,3,61,4,10;5
2214,9,68,9,10;0
2215,6,71,9,1;4
2216,1,71,0,1;5
2217,3,76,4,10;5
2218,14,61,0,5;7
2219,1,72,0,1;5
2220,12,63,4,1;0
2221,6,52,9,1;4
2222,1,54,0,1;5
2223,14,59,0,5;7
2224,1,50,0,1;5
